ticket_revenue_m,other_revenue_m,total_revenue_m,salary_m,operating_cost_m,ebitda_m,interest_m,net_profit_m,revenue_multiple_value_m,ebitda_multiple_value_m,dcf_value_m,valuation_m,end_debt_m,ending_cash_m,achieved_leverage,preferred_leverage,valuation_rate_discount,simulation
22.295563417442523,8.679047113149087,30.97461053059161,4.409530057290988,18.62501947466259,7.940060998638035,1.3875,6.552560998638035,306.64864425285697,79.40060998638035,74.62638915115537,306.64864425285697,15.33243221264285,9.384993211280886,0.05,0.05,1.0,14
20.39842909272871,8.520788843766159,28.919217936494867,4.3799705704177905,17.272544111092607,7.266703254984471,1.3875,5.87920325498447,286.3002575712992,72.6670325498447,66.95759262621199,286.3002575712992,14.31501287856496,7.694216133549432,0.05,0.05,1.0,15
20.943864398287683,8.692503015749711,29.636367414037394,4.410973819053737,17.82616919388767,7.399224401095989,1.3875,6.0117244010959885,293.4000373989702,73.9922440109599,68.46686123470428,293.4000373989702,14.67000186994851,8.1817262710445,0.05,0.05,1.0,16
22.132012439704415,8.410721864189535,30.54273430389395,4.405931683123866,18.350345558012794,7.7864570627572895,1.3875,6.398957062757289,302.3730696085501,77.8645706275729,72.87701099251355,302.3730696085501,15.118653480427506,9.017610543184796,0.05,0.05,1.0,17
19.378494645986827,8.40637587297855,27.784870518965377,4.450143790963846,16.86090941218748,6.473817315814053,1.3875,5.086317315814052,275.07021813775725,64.73817315814053,57.927502763437786,275.07021813775725,13.753510906887863,6.339828222701915,0.05,0.05,1.0,18
21.82794564060451,8.35893813956197,30.186883780166482,4.392228340540941,18.080139061617665,7.714516378007879,1.3875,6.327016378007879,298.8501494236482,77.14516378007879,72.05768652731192,298.8501494236482,14.94250747118241,8.76952384919029,0.05,0.05,1.0,19
23.026710333876302,8.35767528803198,31.38438562190828,4.373832630913267,18.718643172854666,8.291909818140347,1.3875,6.904409818140347,310.705417656892,82.91909818140347,78.63355626215392,310.705417656892,15.5352708828446,9.939680700984947,0.05,0.05,1.0,20
22.9123082019778,8.591253394035844,31.503561596013647,4.408687299445197,18.939457076677474,8.155417219890975,1.3875,6.7679172198909745,311.8852598005351,81.55417219890975,77.07905722653607,311.8852598005351,15.594262990026756,9.862180209917732,0.05,0.05,1.0,21
20.621237712205733,8.237110204300748,28.85834791650648,4.407131415240941,17.343072503834815,7.108143997430727,1.3875,5.720643997430726,285.69764437341416,71.08143997430727,65.15177885962768,285.69764437341416,14.28488221867071,7.505526216101437,0.05,0.05,1.0,22
22.29660765732191,8.538984865870336,30.835592523192247,4.323799156504014,18.18094212846547,8.33085123822276,1.3875,6.94335123822276,305.27236597960325,83.3085123822276,79.07705576864805,305.27236597960325,15.263618298980163,9.706969537202923,0.05,0.05,1.0,23
18.924583863708403,8.734434512698304,27.659018376406706,4.462663694115784,16.83175869862793,6.364595983662994,1.3875,4.977095983662994,273.8242819264264,63.64595983662994,56.68359314727296,273.8242819264264,13.691214096321321,6.168310079984315,0.05,0.05,1.0,24
20.811649086812732,8.299501702381189,29.11115078919392,4.366310764510037,17.332954235199853,7.411885789484032,1.3875,6.024385789484032,288.20039281301985,74.11885789484032,68.61106038023478,288.20039281301985,14.410019640650994,7.934405430135026,0.05,0.05,1.0,25
21.649509065688388,8.45209501732311,30.101604083011498,4.450955529089095,18.270122881054213,7.380525672868188,1.3875,5.993025672868188,298.00588042181386,73.80525672868188,68.25390349655433,298.00588042181386,14.900294021090694,8.393319693958883,0.05,0.05,1.0,26
19.269382082702837,8.335917367943615,27.605299450646452,4.440503942569443,16.715651051782586,6.449144456294423,1.3875,5.061644456294423,273.29246456139987,64.49144456294422,57.646506307797566,273.29246456139987,13.664623228069994,6.226267684364417,0.05,0.05,1.0,27
20.91531900617129,8.417167180432637,29.33248618660393,4.44571816110266,17.782359075010636,7.104408950490633,1.3875,5.716908950490633,290.3916132473789,71.04408950490634,65.10924082503217,290.3916132473789,14.519580662368947,7.736489612859581,0.05,0.05,1.0,28
23.519123352111592,8.528341465126967,32.04746481723856,4.4053376190832045,19.25180486667634,8.390322331479016,1.3875,7.002822331479016,317.2699016906618,83.90322331479015,79.75436544184431,317.2699016906618,15.863495084533092,10.366317416012109,0.05,0.05,1.0,29
24.924311285456618,8.64531651711458,33.5696278025712,4.370273630390267,20.005698977399025,9.193655194781908,1.3875,7.8061551947819074,332.3393152454549,91.93655194781908,88.90343416279391,332.3393152454549,16.616965762272745,11.923120957054653,0.05,0.05,1.0,30
22.11551144014392,8.68623246894238,30.801743909086298,4.372561536725558,18.36579827467384,8.0633840976869,1.3875,6.675884097686899,304.93726469995437,80.633840976869,76.03090222365631,304.93726469995437,15.246863234997718,9.422747332684619,0.05,0.05,1.0,31
22.189284066822527,8.356899799675618,30.546183866498147,4.441689478314182,18.501363202155712,7.6031311860282536,1.3875,6.215631186028253,302.4072202783317,76.03131186028253,70.7891329519884,302.4072202783317,15.120361013916586,8.83599219994484,0.05,0.05,1.0,32
19.756824535996287,8.640602539281415,28.397427075277704,4.382710515721941,16.97150485394544,7.043211705610325,1.3875,5.655711705610325,281.1345280452493,70.43211705610325,64.41227220278422,281.1345280452493,14.056726402262465,7.21243810787279,0.05,0.05,1.0,33
19.438096396395885,8.366122146948863,27.804218543344746,4.412808387513096,16.731093926770754,6.660316229060896,1.3875,5.272816229060896,275.261763579113,66.60316229060896,60.051518164304625,275.261763579113,13.76308817895565,6.535904408016546,0.05,0.05,1.0,34
19.183600375718534,8.255401418493468,27.439001794212004,4.386466614884245,16.41276345218998,6.639771727137777,1.3875,5.252271727137777,271.64611776269885,66.39771727137777,59.81753911462466,271.64611776269885,13.582305888134943,6.33457761527272,0.05,0.05,1.0,35
21.77935481104716,8.29324745788671,30.07260226893387,4.379402686432935,17.959095704263387,7.734103878237548,1.3875,6.346603878237548,297.71876246244534,77.34103878237548,72.2807663910387,297.71876246244534,14.885938123122267,8.732542001359816,0.05,0.05,1.0,36
22.07902401526552,8.093163513586846,30.17218752885237,4.43187809633819,18.234471412872146,7.5058380196420345,1.3875,6.118338019642034,298.7046565356385,75.05838019642034,69.68107189036758,298.7046565356385,14.935232826781926,8.55357084642396,0.05,0.05,1.0,37
20.14587470219404,8.502153389807157,28.648028092001198,4.367145502468918,17.060469141352666,7.220413448179613,1.3875,5.832913448179613,283.61547811081186,72.20413448179613,66.43040315982334,283.61547811081186,14.180773905540594,7.513687353720208,0.05,0.05,1.0,38
19.41376116191532,8.113111153661901,27.526872315577222,4.3921991053508185,16.48684144876152,6.647831761464882,1.3875,5.260331761464882,272.5160359242145,66.47831761464883,59.90933395001669,272.5160359242145,13.625801796210727,6.386133557675609,0.05,0.05,1.0,39
21.381299677317646,8.534667299002534,29.915966976320178,4.389311791480881,17.90597817309747,7.620677011741826,1.3875,6.233177011741826,296.1680730655698,76.20677011741826,70.9889604115041,296.1680730655698,14.80840365327849,8.541580665020316,0.05,0.05,1.0,40
21.45829962148153,9.070877566933657,30.529177188415186,4.404226726351691,18.335102469101525,7.78984799296197,1.3875,6.40234799296197,302.23885416531033,77.8984799296197,72.91562991984463,302.23885416531033,15.111942708265516,9.014290701227488,0.05,0.05,1.0,41
20.848690154957286,8.298811402573566,29.147501557530852,4.395541147037917,17.470778513110716,7.281181897382218,1.3875,5.893681897382218,288.56026541955544,72.81181897382218,67.1224882757419,288.56026541955544,14.428013270977772,7.821695168359991,0.05,0.05,1.0,42
22.83458461658055,8.060909880893188,30.895494497473738,4.363877027933796,18.38510982329736,8.146507646242583,1.3875,6.7590076462425825,305.86539552499,81.46507646242583,76.97758708220715,305.86539552499,15.2932697762495,9.552277422492084,0.05,0.05,1.0,43
20.900007679844833,8.571328293588454,29.471335973433288,4.384965870362047,17.62238214511066,7.46398795796058,1.3875,6.0764879579605795,291.76622613698953,74.6398795796058,69.20444618788434,291.76622613698953,14.588311306849477,8.164799264810057,0.05,0.05,1.0,44
20.936436305551396,8.274225686122204,29.2106619916736,4.387930886195533,17.478322630838523,7.344408474639543,1.3875,5.956908474639543,289.18555371756867,73.44408474639543,67.84256873895032,289.18555371756867,14.459277685878433,7.916186160517977,0.05,0.05,1.0,45
19.566254344815185,8.483929824221942,28.050184169037127,4.467012157806188,17.086433687971567,6.496738323259372,1.3875,5.109238323259372,277.69682327346754,64.96738323259372,58.18854757045392,277.69682327346754,13.884841163673379,6.49407948693275,0.05,0.05,1.0,46
21.213089256827804,8.491632558616336,29.704721815444138,4.426216380187021,17.92902630932967,7.349479125927445,1.3875,5.961979125927445,294.07674597289696,73.49479125927445,67.90031782306254,294.07674597289696,14.70383729864485,8.165816424572295,0.05,0.05,1.0,47
22.949215342635295,8.54133833524523,31.490553677880527,4.395940319627891,18.87689926363655,8.217714094616088,1.3875,6.830214094616088,311.7564814110172,82.17714094616088,77.78854941090542,311.7564814110172,15.58782407055086,9.91803816516695,0.05,0.05,1.0,48
21.110258945004812,8.992656228105028,30.102915173109842,4.405281883016215,18.083430932464736,7.614202357628891,1.3875,6.2267023576288905,298.01886021378743,76.1420235762889,70.91522129521789,298.01886021378743,14.900943010689373,8.627645368318264,0.05,0.05,1.0,49
21.123660265497417,8.560830826027766,29.68449109152518,4.389834986925703,17.769547849453854,7.525108255145625,1.3875,6.137608255145625,293.8764618060993,75.25108255145625,69.9005384613807,293.8764618060993,14.693823090304967,8.331431345450593,0.05,0.05,1.0,50
21.627261370161985,8.550713005294336,30.177974375456323,4.45648412527871,18.33922687326665,7.382263376910963,1.3875,5.994763376910963,298.7619463170176,73.82263376910963,68.27369401481927,298.7619463170176,14.93809731585088,8.432860692761844,0.05,0.05,1.0,51
21.408990052213646,8.475456452727402,29.884446504941046,4.393187047295372,17.902904086513427,7.5883553711322485,1.3875,6.200855371132248,295.85602039891637,75.88355371132249,70.62085283789503,295.85602039891637,14.79280101994582,8.49365639107807,0.05,0.05,1.0,52
21.76338328357248,8.343073308667805,30.106456592240285,4.365914480316751,17.923938380057663,7.816603731865872,1.3875,6.4291037318658715,298.05392026317884,78.16603731865871,73.22034805736128,298.05392026317884,14.902696013158943,8.831799745024815,0.05,0.05,1.0,53
21.772529104063626,8.365260052884482,30.13778915694811,4.537808990158993,18.64902689726118,6.950953269527936,1.3875,5.563453269527936,298.3641126537863,69.50953269527936,63.36155112517924,298.3641126537863,14.918205632689316,7.981658902217253,0.05,0.05,1.0,54
21.888273861555675,8.27656927804663,30.164843139602304,4.372063439606191,17.9839919798333,7.808787720162815,1.3875,6.421287720162815,298.6319470820628,78.08787720162815,73.13133236852092,298.6319470820628,14.931597354103141,8.852885074265957,0.05,0.05,1.0,55
19.968365487427114,8.683193275739825,28.65155876316694,4.379296715184156,17.110046887696743,7.162215160286038,1.3875,5.774715160286038,283.6504317553527,71.62215160286038,65.76758932547986,283.6504317553527,14.182521587767637,7.457236748053676,0.05,0.05,1.0,56
21.440366546512454,8.465922655009832,29.906289201522284,4.365465704845918,17.802938163879457,7.73788533279691,1.3875,6.35038533279691,296.07226309507064,77.3788533279691,72.32383295685366,296.07226309507064,14.803613154753533,8.653998487550444,0.05,0.05,1.0,57
18.94780678411389,8.64227861792924,27.59008540204313,4.413616268570505,16.605279515687336,6.57118961778529,1.3875,5.18368961778529,273.141845480227,65.7118961778529,59.03646509144355,273.141845480227,13.657092274011351,6.340781891796641,0.05,0.05,1.0,58
21.39413722892664,8.570114505462106,29.964251734388746,4.375632260657132,17.878983621196742,7.709635852534873,1.3875,6.322135852534873,296.6460921704486,77.09635852534873,72.00210276498046,296.6460921704486,14.83230460852243,8.654440461057304,0.05,0.05,1.0,59
19.372258065237357,8.98822232406907,28.360480389306428,4.372336254314804,16.90930317217479,7.078840962816834,1.3875,5.691340962816834,280.76875585413364,70.78840962816834,64.8180498543028,280.76875585413364,14.038437792706683,7.229778755523517,0.05,0.05,1.0,60
20.929475020928763,8.482255212609829,29.41173023353859,4.433247572241655,17.780383861808374,7.198098799488562,1.3875,5.810598799488562,291.17612931203206,71.98098799488562,66.17626410528638,291.17612931203206,14.558806465601604,7.869405265090167,0.05,0.05,1.0,61
21.684080815741424,8.634852506724112,30.318933322465536,4.449088249289644,18.39431045126967,7.47553462190622,1.3875,6.08803462190622,300.15743989240883,74.7553462190622,69.33594986059859,300.15743989240883,15.007871994620443,8.595906616526664,0.05,0.05,1.0,62
20.467574045195754,8.375681305919167,28.84325535111492,4.4102790534276055,17.3463824874117,7.086593810275616,1.3875,5.699093810275616,285.5482279760377,70.86593810275616,64.90634617258337,285.5482279760377,14.277411398801886,7.476505209077503,0.05,0.05,1.0,63
21.160465427398837,8.753237569585583,29.91370299698442,4.362842114909946,17.79664953383884,7.754211348235636,1.3875,6.3667113482356354,296.14565967014573,77.54211348235636,72.50976813268359,296.14565967014573,14.807282983507287,8.673994331742923,0.05,0.05,1.0,64
18.90144592800009,8.463896301930756,27.365342229930846,4.416574285478688,16.48105456445953,6.467713379992627,1.3875,5.080213379992627,270.9168880763154,64.67713379992628,57.857985716582675,270.9168880763154,13.54584440381577,6.126057783808398,0.05,0.05,1.0,65
19.88780168109586,8.51453004779003,28.40233172888589,4.377830953464584,16.95553731726626,7.0689634581550465,1.3875,5.681463458155046,281.1830841159703,70.68963458155046,64.70555605121022,281.1830841159703,14.059154205798515,7.240617663953563,0.05,0.05,1.0,66
21.98792188042639,8.221581329710807,30.2095032101372,4.409596677816417,18.165235226441638,7.634671305879145,1.3875,6.247171305879145,299.0740817803583,76.34671305879145,71.14833987251245,299.0740817803583,14.953704089017917,8.700875394897063,0.05,0.05,1.0,67
19.50748196449694,8.627151544832651,28.13463350932959,4.409690098464497,16.917956565002473,6.8069868458626175,1.3875,5.419486845862617,278.53287174236294,68.06986845862617,61.72193352232423,278.53287174236294,13.926643587118148,6.8461304329807655,0.05,0.05,1.0,68
21.933961365446013,8.87003439237689,30.803995757822904,4.3590249119147835,18.310279758390998,8.134691087517123,1.3875,6.747191087517122,304.9595580024468,81.34691087517123,76.84300960783386,304.9595580024468,15.24797790012234,9.495168987639463,0.05,0.05,1.0,69
19.213443460209323,8.802347583859637,28.015791044068962,4.429993896375349,16.92406136282081,6.6617357848728,1.3875,5.2742357848728,277.3563313362827,66.617357848728,60.06768532771797,277.3563313362827,13.867816566814136,6.642052351686936,0.05,0.05,1.0,70
19.82315913317657,8.282666917391925,28.105826050568496,4.399637261597876,16.86210539455492,6.844083394415701,1.3875,5.456583394415701,278.2476779006281,68.44083394415702,62.14442199195657,278.2476779006281,13.912383895031406,6.868967289447107,0.05,0.05,1.0,71
19.5825145494239,8.701707108312494,28.284221657736396,4.397726939130948,16.961765936806135,6.924728781799313,1.3875,5.537228781799313,280.0137944115903,69.24728781799314,63.062883348269935,280.0137944115903,14.000689720579516,7.0379185023788295,0.05,0.05,1.0,72
21.036348064137204,8.362409106252512,29.398757170389715,4.362636438101857,17.489466718152325,7.54665401413553,1.3875,6.15915401413553,291.0476959868582,75.4665401413553,70.14592071654351,291.0476959868582,14.55238479934291,8.211538813478441,0.05,0.05,1.0,73
21.76919038681383,8.168467405793834,29.937657792607663,4.431996779372351,18.09321857983483,7.412442433400482,1.3875,6.024942433400482,296.38281214681587,74.12442433400483,68.6173999359499,296.38281214681587,14.819140607340794,8.344083040741276,0.05,0.05,1.0,74
19.620222244161813,8.25050852557214,27.870730769733953,4.375444719070688,16.62911478587364,6.8661712647896245,1.3875,5.478671264789624,275.92023462036616,68.66171264789625,62.39597829343736,275.92023462036616,13.796011731018309,6.774682995807933,0.05,0.05,1.0,75
20.780198994315054,8.783054414031414,29.56325340834647,4.402890984740866,17.749606624257044,7.410755799348561,1.3875,6.0232557993485605,292.6762087426301,74.10755799348561,68.59819104813636,292.6762087426301,14.633810437131505,8.157066236480066,0.05,0.05,1.0,76
23.36262453043249,8.445871884965337,31.808496415397826,4.364498849188649,18.93111081810342,8.512886748105757,1.3875,7.125386748105757,314.90411451243847,85.12886748105757,81.15023796453775,314.90411451243847,15.745205725621924,10.370592473727681,0.05,0.05,1.0,77
20.597552725487905,8.257609853767649,28.855162579255555,4.356576818985269,17.142236236477626,7.356349523792662,1.3875,5.968849523792662,285.66610953463,73.56349523792662,67.97856402097196,285.66610953463,14.283305476731499,7.752155000524162,0.05,0.05,1.0,78
19.941409423443872,8.587881958020882,28.529291381464752,4.356429810857959,16.948071198663555,7.224790371943236,1.3875,5.837290371943236,282.43998467650107,72.24790371943236,66.48025145824238,282.43998467650107,14.121999233825054,7.459289605768291,0.05,0.05,1.0,79
21.56123327620618,8.582753779149723,30.143987055355904,4.342496036422197,17.85001967861523,7.951471340318477,1.3875,6.563971340318477,298.42547184802345,79.51471340318477,74.75634026473817,298.42547184802345,14.921273592401173,8.98524493271965,0.05,0.05,1.0,80
20.72336406330976,8.447047454767715,29.170411518077472,4.385176080690925,17.443280570861507,7.34195486652504,1.3875,5.954454866525039,288.78707402896697,73.4195486652504,67.81462486875736,288.78707402896697,14.439353701448349,7.893808567973389,0.05,0.05,1.0,81
20.089777331277073,8.617646811254406,28.70742414253148,4.444788254329992,17.399784769199062,6.862851119002425,1.3875,5.475351119002425,284.20349901106164,68.62851119002426,62.358165521972026,284.20349901106164,14.210174950553082,7.1855260695555065,0.05,0.05,1.0,82
18.711748750174788,8.433332204009634,27.145080954184422,4.436096231440603,16.4206624531374,6.288322269606422,1.3875,4.900822269606421,268.7363014464258,62.883222696064216,55.81492029273978,268.7363014464258,13.43681507232129,5.837637341927711,0.05,0.05,1.0,83
22.17443325191201,8.779411164799681,30.95384441671169,4.368921863771845,18.441126496358695,8.143796056581149,1.3875,6.7562960565811485,306.4430597254457,81.4379605658115,76.94670508884082,306.4430597254457,15.322152986272286,9.578449042853435,0.05,0.05,1.0,84
20.260995899279145,8.67826275719121,28.939258656470354,4.371403731914767,17.25070681223744,7.317148112318147,1.3875,5.929648112318147,286.49866069905653,73.17148112318148,67.5321035014011,286.49866069905653,14.324933034952828,7.754581147270976,0.05,0.05,1.0,85
21.027659554927414,8.498628743632546,29.52628829855996,4.451982642576443,17.92507131884957,7.149234337133947,1.3875,5.761734337133947,292.3102541557436,71.49234337133947,65.61975217291437,292.3102541557436,14.615512707787182,7.8772470449211305,0.05,0.05,1.0,86
19.62298164180922,8.588154968278088,28.21113661008731,4.425785344915593,17.025877496227658,6.7594737689440585,1.3875,5.371973768944058,279.2902524398644,67.59473768944059,61.18081236852953,279.2902524398644,13.96451262199322,6.836486390937279,0.05,0.05,1.0,87
22.881695972002554,8.705204895873715,31.586900867876267,4.399220796101551,18.948784252139912,8.238895819634802,1.3875,6.851395819634802,312.71031859197507,82.38895819634803,78.02978572361855,312.71031859197507,15.635515929598753,9.986911749233556,0.05,0.05,1.0,88
22.073193133636153,8.488705449314073,30.561898582950228,4.3856940886405456,18.277518811755908,7.898685682553776,1.3875,6.5111856825537755,302.56279597120727,78.98685682553776,74.15517027352908,302.56279597120727,15.128139798560364,9.13932548111414,0.05,0.05,1.0,89
22.409792270218475,8.622618900652297,31.032411170870773,4.385000130205528,18.555971867026336,8.09143917363891,1.3875,6.7039391736389105,307.22087059162067,80.9143917363891,76.35041836644311,307.22087059162067,15.361043529581034,9.564982703219945,0.05,0.05,1.0,90
20.876324139063495,8.484166572314189,29.360490711377686,4.3176919520413275,17.286757425340852,7.756041333995505,1.3875,6.368541333995505,290.6688580426391,77.56041333995505,72.530609637171,290.6688580426391,14.533442902131956,8.401984236127461,0.05,0.05,1.0,91
21.67544713660262,8.440330435057177,30.115777571659798,4.3766726509888585,17.97366819015642,7.765436730514519,1.3875,6.377936730514519,298.146197959432,77.6543673051452,72.6376127641931,298.146197959432,14.9073098979716,8.78524662848612,0.05,0.05,1.0,92
22.278784016426243,8.1114546485337,30.390238664959945,4.47072913590696,18.52725346999127,7.392256059061715,1.3875,6.004756059061715,300.86336278310347,73.92256059061715,68.38749956153617,300.86336278310347,15.043168139155174,8.54792419821689,0.05,0.05,1.0,93
22.471204550064133,8.24553946313058,30.716744013194713,4.453396977845435,18.653707494219983,7.609639541129294,1.3875,6.222139541129294,304.09576573062765,76.09639541129295,70.86325588508359,304.09576573062765,15.204788286531382,8.926927827660677,0.05,0.05,1.0,94
21.457575529576744,8.292581931108455,29.750157460685198,4.388968780855686,17.80534258915748,7.555846090672031,1.3875,6.16834609067203,294.5265588607835,75.55846090672031,70.25060825487587,294.5265588607835,14.726327943039175,8.394674033711206,0.05,0.05,1.0,95
20.942211403348264,8.515190508994467,29.457401912342732,4.425908317813465,17.77851274704709,7.252980847482178,1.3875,5.865480847482178,291.62827893219304,72.52980847482178,66.80130965188033,291.62827893219304,14.581413946609652,7.946894794091831,0.05,0.05,1.0,96
20.541322055605125,9.07991731885925,29.621239374464373,4.418961547055146,17.849334241619168,7.352943585790058,1.3875,5.965443585790058,293.2502698071973,73.52943585790058,67.93977417149785,293.2502698071973,14.662513490359865,8.127957076149924,0.05,0.05,1.0,97
20.028602338503088,8.303172483575658,28.331774822078746,4.378621936692191,16.916472373824202,7.036680511562352,1.3875,5.649180511562352,280.4845707385796,70.36680511562352,64.33788915946009,280.4845707385796,14.02422853692898,7.173409048491333,0.05,0.05,1.0,98
19.74849720207146,8.406789421368494,28.155286623439952,4.367512988684055,16.768442731090417,7.01933090366548,1.3875,5.63183090366548,278.73733757205554,70.1933090366548,64.14029640285683,278.73733757205554,13.936866878602778,7.068697782268259,0.05,0.05,1.0,99
21.524091093122163,8.230167840141451,29.754258933263614,4.37828135799114,17.76443416477492,7.6115434104975535,1.3875,6.224043410497553,294.5671634393098,76.11543410497553,70.88493884177765,294.5671634393098,14.72835817196549,8.452401582463045,0.05,0.05,1.0,100
20.695232740640755,8.416055363087551,29.111288103728306,4.4045210547833955,17.484720188827733,7.222046860117178,1.3875,5.834546860117178,288.20175222691023,72.22046860117177,66.44900590689006,288.20175222691023,14.410087611345512,7.744634471462691,0.05,0.05,1.0,101
18.4700737014629,8.449320903603411,26.919394605066312,4.443799182776262,16.312415965476188,6.163179456813861,1.3875,4.775679456813861,266.5020065901565,61.63179456813861,54.38968270260227,266.5020065901565,13.325100329507826,5.600779786321687,0.05,0.05,1.0,102
20.81562588890701,8.645342863789354,29.460968752696367,4.406849272075718,17.704097550336197,7.350021930284452,1.3875,5.962521930284452,291.66359065169405,73.50021930284453,67.90649976157289,291.66359065169405,14.583179532584703,8.045701462869156,0.05,0.05,1.0,103
22.53086509239755,8.206587024278647,30.7374521166762,4.398693197606515,18.436993846006303,7.90176507306338,1.3875,6.51426507306338,304.30077595509437,79.0176507306338,74.19024110988846,304.30077595509437,15.215038797754719,9.2293038708181,0.05,0.05,1.0,104
20.654115313397817,8.603502632144112,29.25761794554193,4.389583644323547,17.513012891675174,7.355021409543209,1.3875,5.967521409543209,289.6504176608651,73.5502140954321,67.96343827535318,289.6504176608651,14.482520883043257,7.950042292586467,0.05,0.05,1.0,105
18.641846392972635,8.548647863453242,27.19049425642588,4.441816085470089,16.469342012737435,6.2793361582183564,1.3875,4.891836158218356,269.1858931386162,62.793361582183564,55.712578468597926,269.1858931386162,13.459294656930812,5.851130815149168,0.05,0.05,1.0,106
20.857453184261637,8.432261759806423,29.28971494406806,4.45545077315137,17.795302239945173,7.038961930971517,1.3875,5.651461930971517,289.9681779462738,70.38961930971517,64.36387199162002,289.9681779462738,14.49840889731369,7.6498708282852075,0.05,0.05,1.0,107
22.12645015463082,8.235094554098525,30.361544708729348,4.40701606270663,18.24597480272123,7.7085538433014875,1.3875,6.321053843301487,300.57929261642056,77.08553843301488,71.98977988204469,300.57929261642056,15.02896463082103,8.850018474122518,0.05,0.05,1.0,108
21.304279878093404,8.273137555913562,29.577417434006968,4.3905619600904116,17.708384163199902,7.478471310716653,1.3875,6.090971310716653,292.816432596669,74.78471310716654,69.36939548316185,292.816432596669,14.640821629833452,8.231792940550106,0.05,0.05,1.0,109
20.450005747966458,8.451663721573333,28.90166946953979,4.409394840105437,17.378028031284757,7.114246598149599,1.3875,5.726746598149599,286.12652774844395,71.14246598149599,65.22128070114817,286.12652774844395,14.306326387422198,7.533072985571797,0.05,0.05,1.0,110
23.70861927564866,8.617023269201313,32.32564254484997,4.418856771974916,19.478506972875103,8.428278799999951,1.3875,7.040778799999951,320.0238611940147,84.28278799999951,80.18664744444385,320.0238611940147,16.001193059700736,10.541971859700688,0.049999999999999996,0.05,1.0,111
