game_id,season,game_date,home_team,away_team,venue,capacity,attendance,fill_rate,censored_by_capacity,min_ticket_price,home_score,away_score,home_win,month,day_of_week,is_weekend,home_rest_days,away_rest_days,rest_diff
28,2000,2000-06-15,Dallas Wings,Connecticut Sun,College Park Center,7000.0,1647.0,0.2352857142857143,0,44.79,84.0,64.0,1.0,6,3,0,5,9,-4
29,2000,2000-06-16,Connecticut Sun,Golden State Valkyries,Mohegan Sun Arena,10000.0,5753.0,0.5753,0,45.38,90.0,67.0,1.0,6,4,0,1,10,-9
31,2000,2000-06-16,Phoenix Mercury,Golden State Valkyries,Footprint Center,14000.0,5805.0,0.41464285714285715,0,37.76,77.0,69.0,1.0,6,4,0,3,0,3
30,2000,2000-06-17,Golden State Valkyries,Connecticut Sun,Chase Center,18000.0,7746.0,0.43033333333333335,0,43.1,64.0,100.0,0.0,6,5,1,1,1,0
32,2000,2000-06-17,Las Vegas Aces,Connecticut Sun,Michelob ULTRA Arena,12000.0,6179.0,0.5149166666666667,0,53.76,74.0,65.0,1.0,6,5,1,3,0,3
33,2000,2000-06-19,Indiana Fever,Las Vegas Aces,Gainbridge Fieldhouse,20000.0,8594.0,0.4297,0,47.77,82.0,71.0,1.0,6,0,0,6,2,4
35,2000,2000-06-20,Minnesota Lynx,Indiana Fever,Target Center,18000.0,6524.0,0.36244444444444446,0,40.51,61.0,88.0,0.0,6,1,0,10,1,9
34,2000,2000-06-21,Phoenix Mercury,Indiana Fever,Footprint Center,14000.0,7527.0,0.5376428571428571,0,45.38,67.0,83.0,0.0,6,2,0,5,1,4
36,2000,2000-06-22,Dallas Wings,Atlanta Dream,College Park Center,7000.0,3000.0,0.42857142857142855,0,50.99,68.0,80.0,0.0,6,3,0,7,10,-3
37,2000,2000-06-22,Minnesota Lynx,Indiana Fever,Target Center,18000.0,6463.0,0.35905555555555557,0,39.73,76.0,74.0,1.0,6,3,0,2,1,1
38,2000,2000-06-25,Golden State Valkyries,Las Vegas Aces,Chase Center,18000.0,9900.0,0.55,0,51.4,62.0,90.0,0.0,6,6,1,8,6,2
39,2000,2000-06-26,Golden State Valkyries,Minnesota Lynx,Chase Center,18000.0,5842.0,0.32455555555555554,0,26.39,74.0,75.0,0.0,6,0,0,1,4,-3
40,2000,2000-06-26,Seattle Storm,Minnesota Lynx,Climate Pledge Arena,18000.0,6923.0,0.3846111111111111,0,30.03,87.0,67.0,1.0,6,0,0,10,0,10
41,2000,2000-06-28,Phoenix Mercury,Washington Mystics,Footprint Center,14000.0,6103.0,0.43592857142857144,0,46.93,72.0,62.0,1.0,6,2,0,7,10,-3
43,2000,2000-06-29,Las Vegas Aces,Atlanta Dream,Michelob ULTRA Arena,12000.0,5383.0,0.44858333333333333,0,42.64,88.0,75.0,1.0,6,3,0,4,7,-3
42,2000,2000-06-30,Indiana Fever,Washington Mystics,Gainbridge Fieldhouse,20000.0,9159.0,0.45795,0,40.04,72.0,69.0,1.0,6,4,0,8,2,6
44,2000,2000-06-30,Seattle Storm,Dallas Wings,Climate Pledge Arena,18000.0,8989.0,0.4993888888888889,0,41.79,78.0,75.0,1.0,6,4,0,4,8,-4
45,2000,2000-07-01,Los Angeles Sparks,Phoenix Mercury,Crypto.com Arena,19000.0,11020.0,0.58,0,61.04,77.0,91.0,0.0,7,5,1,10,3,7
47,2000,2000-07-03,Las Vegas Aces,Washington Mystics,Michelob ULTRA Arena,12000.0,6522.0,0.5435,0,57.6,66.0,83.0,0.0,7,0,0,4,3,1
46,2000,2000-07-04,Seattle Storm,New York Liberty,Climate Pledge Arena,18000.0,6888.0,0.38266666666666665,0,41.77,70.0,75.0,0.0,7,1,0,4,10,-6
48,2000,2000-07-05,Dallas Wings,Golden State Valkyries,College Park Center,7000.0,,,0,48.55,58.0,74.0,0.0,7,2,0,5,9,-4
49,2000,2000-07-06,Chicago Sky,Connecticut Sun,Wintrust Arena,10000.0,4522.0,0.4522,0,48.89,72.0,84.0,0.0,7,3,0,10,10,0
50,2000,2000-07-06,Golden State Valkyries,Atlanta Dream,Chase Center,18000.0,4076.0,0.22644444444444445,0,49.54,82.0,71.0,1.0,7,3,0,1,7,-6
51,2000,2000-07-10,Indiana Fever,Phoenix Mercury,Gainbridge Fieldhouse,20000.0,10271.0,0.51355,0,53.94,82.0,74.0,1.0,7,0,0,10,9,1
52,2000,2000-07-11,Las Vegas Aces,Connecticut Sun,Michelob ULTRA Arena,12000.0,8017.0,0.6680833333333334,0,60.85,63.0,62.0,1.0,7,1,0,8,5,3
53,2000,2000-07-11,New York Liberty,Golden State Valkyries,Barclays Center,17000.0,3900.0,0.22941176470588234,0,35.19,79.0,71.0,1.0,7,1,0,7,5,2
54,2000,2000-07-12,New York Liberty,Los Angeles Sparks,Barclays Center,17000.0,10696.0,0.6291764705882353,0,58.34,75.0,67.0,1.0,7,2,0,1,10,-9
55,2000,2000-07-12,Connecticut Sun,Minnesota Lynx,Mohegan Sun Arena,10000.0,5023.0,0.5023,0,37.72,69.0,72.0,0.0,7,2,0,1,10,-9
56,2000,2000-07-14,Connecticut Sun,Las Vegas Aces,Mohegan Sun Arena,10000.0,5423.0,0.5423,0,44.22,49.0,70.0,0.0,7,4,0,2,3,-1
58,2000,2000-07-15,Las Vegas Aces,Indiana Fever,Michelob ULTRA Arena,12000.0,9275.0,0.7729166666666667,0,64.75,80.0,57.0,1.0,7,5,1,1,5,-4
57,2000,2000-07-16,Las Vegas Aces,Chicago Sky,Michelob ULTRA Arena,12000.0,4004.0,0.33366666666666667,0,36.99,85.0,69.0,1.0,7,6,1,1,10,-9
59,2000,2000-07-17,Los Angeles Sparks,Indiana Fever,Crypto.com Arena,19000.0,7952.0,0.4185263157894737,0,60.14,77.0,77.0,0.0,7,0,0,5,2,3
60,2000,2000-07-17,Indiana Fever,Atlanta Dream,Gainbridge Fieldhouse,20000.0,7240.0,0.362,0,55.74,79.0,80.0,0.0,7,0,0,0,10,-10
61,2000,2000-07-19,New York Liberty,Minnesota Lynx,Barclays Center,17000.0,7174.0,0.422,0,29.79,77.0,61.0,1.0,7,2,0,7,7,0
62,2000,2000-07-21,Chicago Sky,Seattle Storm,Wintrust Arena,10000.0,3603.0,0.3603,0,51.9,65.0,68.0,0.0,7,4,0,5,10,-5
63,2000,2000-07-21,New York Liberty,Golden State Valkyries,Barclays Center,17000.0,5664.0,0.3331764705882353,0,38.67,97.0,59.0,1.0,7,4,0,2,10,-8
64,2000,2000-07-22,Las Vegas Aces,Los Angeles Sparks,Michelob ULTRA Arena,12000.0,3983.0,0.3319166666666667,0,49.36,86.0,65.0,1.0,7,5,1,6,5,1
66,2000,2000-07-24,Dallas Wings,Phoenix Mercury,College Park Center,7000.0,3943.0,0.5632857142857143,0,56.47,73.0,89.0,0.0,7,0,0,10,10,0
65,2000,2000-07-25,Minnesota Lynx,Dallas Wings,Target Center,18000.0,4015.0,0.22305555555555556,0,45.86,51.0,86.0,0.0,7,1,0,6,1,5
67,2000,2000-07-26,Phoenix Mercury,Golden State Valkyries,Footprint Center,14000.0,3648.0,0.26057142857142856,0,40.61,79.0,69.0,1.0,7,2,0,2,5,-3
68,2000,2000-07-28,Seattle Storm,Las Vegas Aces,Climate Pledge Arena,18000.0,6551.0,0.36394444444444446,0,51.87,64.0,93.0,0.0,7,4,0,7,6,1
69,2000,2000-07-28,Minnesota Lynx,Phoenix Mercury,Target Center,18000.0,6835.0,0.37972222222222224,0,47.04,83.0,67.0,1.0,7,4,0,3,2,1
70,2000,2000-07-29,Atlanta Dream,Dallas Wings,Gateway Center Arena,8500.0,4917.0,0.5784705882352941,0,56.61,56.0,103.0,0.0,7,5,1,10,4,6
71,2000,2000-07-29,Seattle Storm,Minnesota Lynx,Climate Pledge Arena,18000.0,5077.0,0.28205555555555556,0,45.68,76.0,60.0,1.0,7,5,1,1,1,0
72,2000,2000-07-30,Phoenix Mercury,Golden State Valkyries,Footprint Center,14000.0,8336.0,0.5954285714285714,0,,70.0,86.0,0.0,7,6,1,2,4,-2
73,2000,2000-08-02,New York Liberty,Washington Mystics,Barclays Center,17000.0,8934.0,0.5255294117647059,0,42.02,69.0,70.0,0.0,8,2,0,10,10,0
75,2000,2000-08-02,Connecticut Sun,Washington Mystics,Mohegan Sun Arena,10000.0,4775.0,0.4775,0,37.29,70.0,72.0,0.0,8,2,0,10,0,10
74,2000,2000-08-03,Seattle Storm,Chicago Sky,Climate Pledge Arena,18000.0,10298.0,0.5721111111111111,0,53.56,75.0,89.0,0.0,8,3,0,5,10,-5
76,2000,2000-08-04,Dallas Wings,New York Liberty,College Park Center,7000.0,2797.0,0.3995714285714286,0,53.31,82.0,91.0,0.0,8,4,0,6,2,4
77,2000,2000-08-05,Minnesota Lynx,Washington Mystics,Target Center,18000.0,8397.0,0.4665,0,55.9,67.0,83.0,0.0,8,5,1,7,3,4
78,2000,2000-08-06,Phoenix Mercury,Los Angeles Sparks,Footprint Center,14000.0,6710.0,0.47928571428571426,0,48.82,84.0,86.0,0.0,8,6,1,7,10,-3
79,2000,2000-08-09,Indiana Fever,Dallas Wings,Gainbridge Fieldhouse,20000.0,,,0,63.61,75.0,63.0,1.0,8,2,0,10,5,5
80,2000,2000-08-10,Indiana Fever,Los Angeles Sparks,Gainbridge Fieldhouse,20000.0,10668.0,0.5334,0,40.79,85.0,69.0,1.0,8,3,0,1,4,-3
82,2000,2000-08-10,Indiana Fever,Washington Mystics,Gainbridge Fieldhouse,20000.0,10998.0,0.5499,0,54.09,94.0,70.0,1.0,8,3,0,0,5,-5
81,2000,2000-08-11,Phoenix Mercury,Atlanta Dream,Footprint Center,14000.0,6384.0,0.456,0,52.82,88.0,74.0,1.0,8,4,0,5,10,-5
83,2000,2000-08-12,Phoenix Mercury,New York Liberty,Footprint Center,14000.0,7065.0,0.5046428571428572,0,61.17,68.0,86.0,0.0,8,5,1,1,8,-7
84,2000,2000-08-13,New York Liberty,Seattle Storm,Barclays Center,17000.0,9503.0,0.559,0,57.09,90.0,78.0,1.0,8,6,1,1,10,-9
85,2000,2000-08-14,New York Liberty,Seattle Storm,Barclays Center,17000.0,10787.0,0.6345294117647059,0,51.01,74.0,79.0,0.0,8,0,0,1,1,0
86,2000,2000-08-14,Golden State Valkyries,Connecticut Sun,Chase Center,18000.0,3349.0,0.18605555555555556,0,37.93,74.0,78.0,0.0,8,0,0,10,10,0
87,2000,2000-08-16,Atlanta Dream,Seattle Storm,Gateway Center Arena,8500.0,5249.0,0.6175294117647059,0,53.32,77.0,75.0,1.0,8,2,0,5,2,3
88,2000,2000-08-18,Golden State Valkyries,Indiana Fever,Chase Center,18000.0,7925.0,0.44027777777777777,0,,87.0,57.0,1.0,8,4,0,4,8,-4
89,2000,2000-08-20,Los Angeles Sparks,Connecticut Sun,Crypto.com Arena,19000.0,8567.0,0.45089473684210524,0,47.98,77.0,70.0,1.0,8,6,1,10,6,4
90,2000,2000-08-21,Seattle Storm,Indiana Fever,Climate Pledge Arena,18000.0,,,0,48.68,86.0,75.0,1.0,8,0,0,5,3,2
91,2000,2000-08-22,Phoenix Mercury,Minnesota Lynx,Footprint Center,14000.0,4484.0,0.3202857142857143,0,42.74,91.0,77.0,1.0,8,1,0,10,10,0
92,2000,2000-08-23,Indiana Fever,Minnesota Lynx,Gainbridge Fieldhouse,20000.0,,,0,37.45,83.0,73.0,1.0,8,2,0,2,1,1
93,2000,2000-08-23,Washington Mystics,Dallas Wings,Entertainment & Sports Arena,4200.0,1187.0,0.2826190476190476,0,51.4,76.0,73.0,1.0,8,2,0,10,10,0
94,2000,2000-08-25,Seattle Storm,New York Liberty,Climate Pledge Arena,18000.0,,,0,43.68,68.0,60.0,1.0,8,4,0,4,10,-6
96,2000,2000-08-25,Las Vegas Aces,Phoenix Mercury,Michelob ULTRA Arena,12000.0,6426.0,0.5355,0,43.36,87.0,63.0,1.0,8,4,0,10,3,7
95,2000,2000-08-26,New York Liberty,Seattle Storm,Barclays Center,17000.0,,,0,46.22,80.0,77.0,1.0,8,5,1,1,1,0
97,2000,2000-08-28,Los Angeles Sparks,Las Vegas Aces,Crypto.com Arena,19000.0,7422.0,0.39063157894736844,0,48.1,66.0,89.0,0.0,8,0,0,8,3,5
98,2000,2000-08-28,Dallas Wings,Las Vegas Aces,College Park Center,7000.0,2786.0,0.398,0,53.74,83.0,75.0,1.0,8,0,0,5,0,5
100,2000,2000-08-29,New York Liberty,Atlanta Dream,Barclays Center,17000.0,9385.0,0.5520588235294117,0,46.25,80.0,73.0,1.0,8,1,0,3,10,-7
99,2000,2000-08-30,Las Vegas Aces,Atlanta Dream,Michelob ULTRA Arena,12000.0,8035.0,0.6695833333333333,0,49.63,63.0,88.0,0.0,8,2,0,2,1,1
101,2000,2000-09-01,Indiana Fever,Connecticut Sun,Gainbridge Fieldhouse,20000.0,,,0,59.74,76.0,50.0,1.0,9,4,0,9,10,-1
103,2000,2000-09-02,Golden State Valkyries,Seattle Storm,Chase Center,18000.0,9792.0,0.544,0,50.71,83.0,74.0,1.0,9,5,1,10,7,3
102,2000,2000-09-03,Atlanta Dream,Connecticut Sun,Gateway Center Arena,8500.0,3231.0,0.3801176470588235,0,30.38,62.0,77.0,0.0,9,6,1,4,2,2
104,2000,2000-09-03,Los Angeles Sparks,Las Vegas Aces,Crypto.com Arena,19000.0,8599.0,0.452578947368421,0,45.59,86.0,78.0,1.0,9,6,1,6,4,2
105,2000,2000-09-04,Washington Mystics,Chicago Sky,Entertainment & Sports Arena,4200.0,,,0,47.52,69.0,73.0,0.0,9,0,0,10,10,0
106,2000,2000-09-07,Phoenix Mercury,Indiana Fever,Footprint Center,14000.0,5688.0,0.4062857142857143,0,44.81,71.0,83.0,0.0,9,3,0,10,6,4
107,2000,2000-09-07,Connecticut Sun,Seattle Storm,Mohegan Sun Arena,10000.0,5629.0,0.5629,0,48.71,74.0,68.0,1.0,9,3,0,4,5,-1
108,2000,2000-09-09,Seattle Storm,Washington Mystics,Climate Pledge Arena,18000.0,7698.0,0.42766666666666664,0,54.68,101.0,63.0,1.0,9,5,1,2,5,-3
109,2000,2000-09-09,Washington Mystics,Phoenix Mercury,Entertainment & Sports Arena,4200.0,2250.0,0.5357142857142857,0,46.02,81.0,68.0,1.0,9,5,1,0,2,-2
111,2000,2000-09-10,Dallas Wings,Las Vegas Aces,College Park Center,7000.0,3069.0,0.43842857142857145,0,47.91,77.0,63.0,1.0,9,6,1,10,7,3
110,2000,2000-09-11,Seattle Storm,Golden State Valkyries,Climate Pledge Arena,18000.0,6281.0,0.34894444444444445,0,44.98,72.0,76.0,0.0,9,0,0,2,9,-7
112,2000,2000-09-13,Indiana Fever,Seattle Storm,Gainbridge Fieldhouse,20000.0,,,0,36.96,70.0,75.0,0.0,9,2,0,6,2,4
113,2000,2000-09-13,Atlanta Dream,Connecticut Sun,Gateway Center Arena,8500.0,3774.0,0.444,0,37.93,71.0,53.0,1.0,9,2,0,10,6,4
114,2000,2000-09-15,Seattle Storm,Minnesota Lynx,Climate Pledge Arena,18000.0,3968.0,0.22044444444444444,0,46.48,60.0,80.0,0.0,9,4,0,2,10,-8
115,2000,2000-09-17,Washington Mystics,Connecticut Sun,Entertainment & Sports Arena,4200.0,2196.0,0.5228571428571429,0,38.57,89.0,75.0,1.0,9,6,1,8,4,4
116,2000,2000-09-17,Minnesota Lynx,Phoenix Mercury,Target Center,18000.0,9211.0,0.5117222222222222,0,43.85,75.0,60.0,1.0,9,6,1,2,8,-6
117,2000,2000-09-19,Minnesota Lynx,Atlanta Dream,Target Center,18000.0,6196.0,0.3442222222222222,0,40.55,59.0,79.0,0.0,9,1,0,2,6,-4
119,2000,2000-09-19,New York Liberty,Washington Mystics,Barclays Center,17000.0,9318.0,0.5481176470588235,0,42.84,95.0,73.0,1.0,9,1,0,10,2,8
118,2000,2000-09-20,Indiana Fever,Chicago Sky,Gainbridge Fieldhouse,20000.0,9471.0,0.47355,0,46.45,67.0,64.0,1.0,9,2,0,7,10,-3
120,2000,2000-09-22,Phoenix Mercury,Atlanta Dream,Footprint Center,14000.0,6841.0,0.48864285714285716,0,42.02,74.0,63.0,1.0,9,4,0,5,3,2
121,2000,2000-09-23,Las Vegas Aces,Phoenix Mercury,Michelob ULTRA Arena,12000.0,,,0,37.62,63.0,71.0,0.0,9,5,1,10,1,9
122,2000,2000-09-23,Minnesota Lynx,Seattle Storm,Target Center,18000.0,7008.0,0.3893333333333333,0,55.07,87.0,84.0,1.0,9,5,1,4,8,-4
123,2000,2000-09-23,Dallas Wings,Golden State Valkyries,College Park Center,7000.0,3958.0,0.5654285714285714,0,67.45,77.0,90.0,0.0,9,5,1,10,10,0
124,2000,2000-09-24,Washington Mystics,Phoenix Mercury,Entertainment & Sports Arena,4200.0,1053.0,0.2507142857142857,0,35.94,72.0,83.0,0.0,9,6,1,5,1,4
125,2000,2000-09-26,Connecticut Sun,Minnesota Lynx,Mohegan Sun Arena,10000.0,3101.0,0.3101,0,40.51,84.0,90.0,0.0,9,1,0,9,3,6
127,2000,2000-09-28,Golden State Valkyries,Indiana Fever,Chase Center,18000.0,5775.0,0.32083333333333336,0,33.57,87.0,79.0,1.0,9,3,0,5,8,-3
126,2000,2000-09-29,New York Liberty,Washington Mystics,Barclays Center,17000.0,6819.0,0.4011176470588235,0,36.87,76.0,77.0,0.0,9,4,0,10,5,5
128,2000,2000-09-30,Washington Mystics,Golden State Valkyries,Entertainment & Sports Arena,4200.0,1744.0,0.41523809523809524,0,69.47,68.0,71.0,0.0,9,5,1,1,2,-1
129,2000,2000-10-01,Phoenix Mercury,Connecticut Sun,Footprint Center,14000.0,7189.0,0.5135,0,44.83,86.0,62.0,1.0,10,6,1,7,5,2
131,2000,2000-10-02,Seattle Storm,Connecticut Sun,Climate Pledge Arena,18000.0,6205.0,0.3447222222222222,0,50.74,92.0,65.0,1.0,10,0,0,9,1,8
130,2000,2000-10-03,Indiana Fever,Washington Mystics,Gainbridge Fieldhouse,20000.0,5212.0,0.2606,0,54.32,79.0,62.0,1.0,10,1,0,5,3,2
132,2000,2000-10-04,Los Angeles Sparks,Connecticut Sun,Crypto.com Arena,19000.0,10550.0,0.5552631578947368,0,58.08,72.0,83.0,0.0,10,2,0,10,2,8
133,2000,2000-10-05,Chicago Sky,Phoenix Mercury,Wintrust Arena,10000.0,2828.0,0.2828,0,44.63,71.0,68.0,1.0,10,3,0,10,4,6
134,2000,2000-10-07,Phoenix Mercury,Indiana Fever,Footprint Center,14000.0,2577.0,0.18407142857142858,0,37.23,74.0,61.0,1.0,10,5,1,2,4,-2
136,2000,2000-10-07,Seattle Storm,Washington Mystics,Climate Pledge Arena,18000.0,,,0,41.4,88.0,73.0,1.0,10,5,1,5,4,1
135,2000,2000-10-08,Washington Mystics,Phoenix Mercury,Entertainment & Sports Arena,4200.0,1033.0,0.24595238095238095,0,52.17,67.0,72.0,0.0,10,6,1,1,1,0
138,2000,2000-10-09,Las Vegas Aces,Los Angeles Sparks,Michelob ULTRA Arena,12000.0,,,0,59.25,82.0,65.0,1.0,10,0,0,10,5,5
137,2000,2000-10-10,Las Vegas Aces,Golden State Valkyries,Michelob ULTRA Arena,12000.0,3016.0,0.25133333333333335,0,38.0,69.0,71.0,0.0,10,1,0,1,10,-9
140,2000,2000-10-12,Atlanta Dream,Connecticut Sun,Gateway Center Arena,8500.0,3282.0,0.3861176470588235,0,44.72,86.0,62.0,1.0,10,3,0,10,8,2
139,2000,2000-10-13,New York Liberty,Minnesota Lynx,Barclays Center,17000.0,4891.0,0.2877058823529412,0,28.2,76.0,72.0,1.0,10,4,0,10,10,0
141,2000,2000-10-14,Dallas Wings,New York Liberty,College Park Center,7000.0,3741.0,0.5344285714285715,0,48.54,86.0,73.0,1.0,10,5,1,10,1,9
142,2000,2000-10-15,Chicago Sky,Washington Mystics,Wintrust Arena,10000.0,4012.0,0.4012,0,,59.0,76.0,0.0,10,6,1,10,7,3
143,2000,2000-10-16,Phoenix Mercury,Connecticut Sun,Footprint Center,14000.0,1627.0,0.11621428571428571,0,32.34,75.0,75.0,0.0,10,0,0,8,4,4
144,2000,2000-10-17,Los Angeles Sparks,Atlanta Dream,Crypto.com Arena,19000.0,8397.0,0.44194736842105264,0,40.67,67.0,64.0,1.0,10,1,0,8,5,3
145,2000,2000-10-19,Chicago Sky,Indiana Fever,Wintrust Arena,10000.0,3478.0,0.3478,0,51.52,69.0,87.0,0.0,10,3,0,4,10,-6
147,2000,2000-10-19,Seattle Storm,New York Liberty,Climate Pledge Arena,18000.0,,,0,53.03,72.0,85.0,0.0,10,3,0,10,5,5
146,2000,2000-10-20,Golden State Valkyries,Washington Mystics,Chase Center,18000.0,10466.0,0.5814444444444444,0,51.12,65.0,76.0,0.0,10,4,0,10,5,5
148,2000,2000-10-20,Golden State Valkyries,Las Vegas Aces,Chase Center,18000.0,9149.0,0.5082777777777778,0,46.68,60.0,91.0,0.0,10,4,0,0,10,-10
149,2000,2000-10-21,Indiana Fever,Seattle Storm,Gainbridge Fieldhouse,20000.0,13899.0,0.69495,0,61.5,72.0,72.0,0.0,10,5,1,2,2,0
150,2000,2000-10-24,Minnesota Lynx,Connecticut Sun,Target Center,18000.0,,,0,33.72,64.0,66.0,0.0,10,1,0,10,8,2
151,2000,2000-10-26,Seattle Storm,Washington Mystics,Climate Pledge Arena,18000.0,7006.0,0.38922222222222225,0,51.02,60.0,89.0,0.0,10,3,0,5,6,-1
152,2000,2000-10-26,New York Liberty,Las Vegas Aces,Barclays Center,17000.0,12082.0,0.7107058823529412,0,51.36,67.0,82.0,0.0,10,3,0,7,6,1
153,2000,2000-10-28,Minnesota Lynx,Phoenix Mercury,Target Center,18000.0,8935.0,0.4963888888888889,0,57.92,66.0,93.0,0.0,10,5,1,4,10,-6
154,2000,2000-10-28,Phoenix Mercury,Atlanta Dream,Footprint Center,14000.0,4924.0,0.3517142857142857,0,50.78,80.0,71.0,1.0,10,5,1,0,10,-10
155,2000,2000-10-29,Connecticut Sun,Los Angeles Sparks,Mohegan Sun Arena,10000.0,2296.0,0.2296,0,41.84,78.0,75.0,1.0,10,6,1,5,10,-5
157,2000,2000-10-30,Los Angeles Sparks,Connecticut Sun,Crypto.com Arena,19000.0,8068.0,0.4246315789473684,0,40.42,71.0,70.0,1.0,10,0,0,1,1,0
156,2000,2000-10-31,Minnesota Lynx,Los Angeles Sparks,Target Center,18000.0,13104.0,0.728,0,66.47,73.0,74.0,0.0,10,1,0,3,1,2
158,2000,2000-11-01,New York Liberty,Las Vegas Aces,Barclays Center,17000.0,10587.0,0.6227647058823529,0,56.71,62.0,90.0,0.0,11,2,0,6,6,0
159,2000,2000-11-03,Phoenix Mercury,Minnesota Lynx,Footprint Center,14000.0,6978.0,0.49842857142857144,0,40.55,79.0,57.0,1.0,11,4,0,6,3,3
